local_entity_key,geo_entity_id,property_key,geo_property_id,value_type,value,source_file,json_pointer
initiative:gates-measures-of-effective-teaching-project,,evidence_strength_key,,TEXT,not-outcome-intervention,content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,finding,,TEXT,"Influential for teacher evaluation design, but not itself a school improvement program.",content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,inputs_changed,,TEXT,"Classroom observations, student surveys, value-added, video analysis",content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,local_key,,TEXT,initiative:gates-measures-of-effective-teaching-project,content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,name,,TEXT,Gates Measures of Effective Teaching Project,content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,normalization_issues,,TEXT,The project studied measurement validity; using measures in high-stakes systems is a separate policy intervention.,content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,outputs_measured,,TEXT,"Measure reliability, predictive validity, student achievement",content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,slug,,TEXT,gates-measures-of-effective-teaching-project,content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,tags,,TEXT,Gates; teacher measurement,content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,target_population,,TEXT,Teachers in multiple districts,content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,theory_of_action,,TEXT,Use multiple measures to understand and predict effective teaching.,content/initiatives.json,
initiative:gates-measures-of-effective-teaching-project,,years_scale,,TEXT,2009-2013; multi-district research,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,category,,TEXT,School organization/governance,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,evaluation_designs,,TEXT,RCT and quasi evaluation; implementation study,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,evidence_strength_key,,TEXT,promising-causal-quasi,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,finding,,TEXT,"The final evaluation found promising effects on some targeted outcomes, with engagement and CI fidelity tied to stronger results.",content/initiatives.json,
initiative:gates-networks-for-school-improvement,,inputs_changed,,TEXT,"Intermediary support, CI cycles, shared aims, data use, student voice, cross-school learning",content/initiatives.json,
initiative:gates-networks-for-school-improvement,,local_key,,TEXT,initiative:gates-networks-for-school-improvement,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,name,,TEXT,Gates Networks for School Improvement,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,normalization_issues,,TEXT,Impacts vary by network; researchers compare schools with stronger engagement and use targeted outcomes rather than broad test scores only.,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,outputs_measured,,TEXT,"9th-grade on-track, course failures, attendance, FAFSA, postsecondary enrollment",content/initiatives.json,
initiative:gates-networks-for-school-improvement,,slug,,TEXT,gates-networks-for-school-improvement,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,tags,,TEXT,Gates; continuous improvement; networks,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,target_population,,TEXT,Middle/high school transitions and postsecondary readiness,content/initiatives.json,
initiative:gates-networks-for-school-improvement,,theory_of_action,,TEXT,"Networked continuous improvement helps schools identify problems, test changes, and spread effective practices.",content/initiatives.json,
initiative:gates-networks-for-school-improvement,,years_scale,,TEXT,2018-2026; nearly 800 schools across networks,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,category,,TEXT,Technology,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,evaluation_designs,,TEXT,Matched comparison; implementation study; site visits,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,evidence_strength_key,,TEXT,promising-causal-quasi,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,finding,,TEXT,"Early RAND evidence was promising, but heterogeneity and later critiques caution against treating personalized learning as one proven model.",content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,inputs_changed,,TEXT,"Adaptive software, competency progression, student choice, flexible schedules, data dashboards",content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,local_key,,TEXT,initiative:gates-personalized-learning-next-generation-learning-challenges,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,name,,TEXT,Gates personalized learning / Next Generation Learning Challenges,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,normalization_issues,,TEXT,"The treatment is a heterogeneous school model, not just software; compare active usage and teacher mediation.",content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,outputs_measured,,TEXT,"Math and reading growth, student surveys, implementation measures",content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,slug,,TEXT,gates-personalized-learning-next-generation-learning-challenges,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,tags,,TEXT,Gates; personalized learning; edtech,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,target_population,,TEXT,K-12 schools adopting personalized learning,content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,theory_of_action,,TEXT,"Customize pace, path, place, and learner goals using data, flexible grouping, and technology.",content/initiatives.json,
initiative:gates-personalized-learning-next-generation-learning-challenges,,years_scale,,TEXT,2010s; charter and district schools,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,category,,TEXT,Technology,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,evaluation_designs,,TEXT,Pilot studies; early RCTs mostly outside K-12; systematic reviews,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,evidence_strength_key,,TEXT,limited-descriptive,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,finding,,TEXT,"Treat AI as an emerging tool, not a proven replacement for teacher-led instruction or high-dosage tutoring.",content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,inputs_changed,,TEXT,"AI chat/tutoring, guardrails, teacher oversight, prompt design, feedback loops, usage logs",content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,local_key,,TEXT,initiative:generative-ai-tutoring-and-ai-school-pilots,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,name,,TEXT,Generative AI tutoring and AI-school pilots,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,normalization_issues,,TEXT,K-12 causal evidence is early; compare AI-mediated practice to human tutoring and to no-support screen time.,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,outputs_measured,,TEXT,"Usage, engagement, homework, formative performance, teacher time, safety incidents",content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,slug,,TEXT,generative-ai-tutoring-and-ai-school-pilots,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,tags,,TEXT,AI; tutoring; emerging,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,target_population,,TEXT,Students and teachers in pilot schools,content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,theory_of_action,,TEXT,"AI tutors or teacher copilots may provide scalable feedback, practice, differentiation, and planning support.",content/initiatives.json,
initiative:generative-ai-tutoring-and-ai-school-pilots,,years_scale,,TEXT,2023 onward; emerging,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,category,,TEXT,Standards/accountability,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,evaluation_designs,,TEXT,Historical/descriptive; state panel comparisons,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,evidence_strength_key,,TEXT,limited-descriptive,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,finding,,TEXT,Helped institutionalize standards-based reform but evidence is mostly indirect.,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,inputs_changed,,TEXT,"Standards adoption, planning grants, assessment alignment",content/initiatives.json,
initiative:goals-2000-standards-based-reform,,local_key,,TEXT,initiative:goals-2000-standards-based-reform,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,name,,TEXT,Goals 2000 / standards-based reform,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,normalization_issues,,TEXT,State standards differed widely; implementation and assessment quality varied.,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,outputs_measured,,TEXT,"State assessments, NAEP, graduation",content/initiatives.json,
initiative:goals-2000-standards-based-reform,,slug,,TEXT,goals-2000-standards-based-reform,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,tags,,TEXT,standards; federal,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,target_population,,TEXT,States and districts,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,theory_of_action,,TEXT,Encourage states to define rigorous goals and align curricula and assessments.,content/initiatives.json,
initiative:goals-2000-standards-based-reform,,years_scale,,TEXT,1994 onward; federal-state,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,category,,TEXT,Whole-child/climate,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,evaluation_designs,,TEXT,Quasi-experimental; school lottery; neighborhood comparisons,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,finding,,TEXT,"The strongest measured gains often come from the school component, while broader place-based effects are harder to isolate.",content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,inputs_changed,,TEXT,"Charter schools, parenting programs, health/social services, afterschool, college supports",content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,local_key,,TEXT,initiative:harlem-children-s-zone-promise-neighborhoods,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,name,,TEXT,Harlem Children's Zone / Promise Neighborhoods,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,normalization_issues,,TEXT,Separate school effects from neighborhood services; treatment exposure varies by age and service take-up.,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,outputs_measured,,TEXT,"Achievement, college, family services, neighborhood indicators",content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,slug,,TEXT,harlem-children-s-zone-promise-neighborhoods,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,tags,,TEXT,place-based; wraparound,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,target_population,,TEXT,Children in defined neighborhoods,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,theory_of_action,,TEXT,Combine high-quality schools with cradle-to-career supports to change neighborhood trajectories.,content/initiatives.json,
initiative:harlem-children-s-zone-promise-neighborhoods,,years_scale,,TEXT,1990s onward; place-based,content/initiatives.json,
initiative:head-start,,category,,TEXT,Early childhood,content/initiatives.json,
initiative:head-start,,evaluation_designs,,TEXT,National randomized Head Start Impact Study; follow-ups,content/initiatives.json,
initiative:head-start,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:head-start,,finding,,TEXT,The national RCT found early positive impacts with substantial fadeout on many early academic measures.,content/initiatives.json,
initiative:head-start,,inputs_changed,,TEXT,"Preschool access, comprehensive services, family engagement, health screenings",content/initiatives.json,
initiative:head-start,,local_key,,TEXT,initiative:head-start,content/initiatives.json,
initiative:head-start,,name,,TEXT,Head Start,content/initiatives.json,
initiative:head-start,,normalization_issues,,TEXT,Control children may access other care; fadeout on tests does not rule out later non-test effects.,content/initiatives.json,
initiative:head-start,,outputs_measured,,TEXT,"School readiness, cognition, parent practices, later school outcomes",content/initiatives.json,
initiative:head-start,,slug,,TEXT,head-start,content/initiatives.json,
initiative:head-start,,tags,,TEXT,early childhood; federal,content/initiatives.json,
initiative:head-start,,target_population,,TEXT,Low-income 3- and 4-year-olds,content/initiatives.json,
initiative:head-start,,theory_of_action,,TEXT,"Provide preschool, health, nutrition, and family services to improve school readiness for low-income children.",content/initiatives.json,
initiative:head-start,,years_scale,,TEXT,1965 onward; federal early childhood,content/initiatives.json,
initiative:high-dosage-tutoring,,category,,TEXT,Time/dosage,content/initiatives.json,
initiative:high-dosage-tutoring,,evaluation_designs,,TEXT,RCTs; meta-analyses; implementation studies,content/initiatives.json,
initiative:high-dosage-tutoring,,evidence_strength_key,,TEXT,strong-causal,content/initiatives.json,
initiative:high-dosage-tutoring,,finding,,TEXT,"One of the strongest short-run academic interventions when frequent, sustained, curriculum-aligned, and attended.",content/initiatives.json,
initiative:high-dosage-tutoring,,inputs_changed,,TEXT,"Tutor-student ratio, session frequency, total hours, during-school scheduling, curriculum alignment",content/initiatives.json,
initiative:high-dosage-tutoring,,local_key,,TEXT,initiative:high-dosage-tutoring,content/initiatives.json,
initiative:high-dosage-tutoring,,name,,TEXT,High-dosage tutoring,content/initiatives.json,
initiative:high-dosage-tutoring,,normalization_issues,,TEXT,"Normalize by cumulative hours, frequency, tutor type, group size, and whether tutoring occurs during the school day.",content/initiatives.json,
initiative:high-dosage-tutoring,,outputs_measured,,TEXT,"Math and reading test scores, course passing, attendance",content/initiatives.json,
initiative:high-dosage-tutoring,,slug,,TEXT,high-dosage-tutoring,content/initiatives.json,
initiative:high-dosage-tutoring,,tags,,TEXT,tutoring; dosage,content/initiatives.json,
initiative:high-dosage-tutoring,,target_population,,TEXT,Students below grade level; pandemic recovery; all grades with emphasis on math/reading,content/initiatives.json,
initiative:high-dosage-tutoring,,theory_of_action,,TEXT,Frequent individualized or small-group tutoring accelerates learning by adding feedback-rich instructional time.,content/initiatives.json,
initiative:high-dosage-tutoring,,years_scale,,TEXT,Ongoing; district/state/federal recovery priority,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,category,,TEXT,Curriculum/pedagogy,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,evaluation_designs,,TEXT,Teacher surveys; adoption studies; quasi evaluations,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,evidence_strength_key,,TEXT,promising-causal-quasi,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,finding,,TEXT,"Materials matter, but effects depend heavily on supports and classroom use.",content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,inputs_changed,,TEXT,"Curriculum adoption, EdReports-style signals, PL, district mandates/recommendations",content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,local_key,,TEXT,initiative:high-quality-instructional-materials-initiatives,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,name,,TEXT,High-quality instructional materials initiatives,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,normalization_issues,,TEXT,"Adoption is not usage; researchers measure fidelity, teacher adaptation, and alignment to avoid treating procurement as implementation.",content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,outputs_measured,,TEXT,"Material adoption, standards alignment, teacher use, achievement",content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,slug,,TEXT,high-quality-instructional-materials-initiatives,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,tags,,TEXT,curriculum; HQIM,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,target_population,,TEXT,K-12 ELA/math classrooms,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,theory_of_action,,TEXT,Better materials plus aligned professional learning can improve daily instruction at scale.,content/initiatives.json,
initiative:high-quality-instructional-materials-initiatives,,years_scale,,TEXT,2010s onward; state/district networks,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,category,,TEXT,Choice,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,evaluation_designs,,TEXT,Lotteries; court-order changes; quasi studies,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,finding,,TEXT,"Magnet effects depend on theme quality, selection, transportation, and whether integration is treated as an outcome or mechanism.",content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,inputs_changed,,TEXT,"Admissions rules, themes, transportation, racial/economic balance targets",content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,local_key,,TEXT,initiative:magnet-schools-and-controlled-choice-desegregation-plans,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,name,,TEXT,Magnet schools and controlled choice/desegregation plans,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,normalization_issues,,TEXT,"Goals include integration and access, not only test scores; applicant lotteries are not full-population effects.",content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,outputs_measured,,TEXT,"Achievement, integration, enrollment, graduation, parent demand",content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,slug,,TEXT,magnet-schools-and-controlled-choice-desegregation-plans,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,tags,,TEXT,magnet; desegregation,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,target_population,,TEXT,District students and families,content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,theory_of_action,,TEXT,"Use themed schools and assignment rules to improve access, integration, and specialized instruction.",content/initiatives.json,
initiative:magnet-schools-and-controlled-choice-desegregation-plans,,years_scale,,TEXT,1970s onward; district/state,content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,category,,TEXT,Literacy,content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,evaluation_designs,,TEXT,State trends; NAEP comparison; RD/quasi evidence on retention,content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,evidence_strength_key,,TEXT,promising-causal-quasi,content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,finding,,TEXT,"Mississippi is one of the most cited recent literacy success cases, but the causal mechanism is a policy bundle rather than one isolated program.",content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,inputs_changed,,TEXT,"K-3 literacy instruction, phonics emphasis, reading coaches, intervention plans, retention/promotion threshold",content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,local_key,,TEXT,initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,name,,TEXT,Mississippi Literacy-Based Promotion Act / 'Mississippi miracle',content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,normalization_issues,,TEXT,"NAEP gains are state-level and bundled; retention changes who appears in grade 4, so researchers analyze both policy components and cohort composition.",content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,outputs_measured,,TEXT,"Third-grade reading pass rates, NAEP grade 4 reading, state ELA, retention and exemptions",content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,slug,,TEXT,mississippi-literacy-based-promotion-act-mississippi-miracle,content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,tags,,TEXT,literacy; phonics; retention; state policy,content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,target_population,,TEXT,Mississippi K-3 students and educators,content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,theory_of_action,,TEXT,"Pair early screening, teacher training, coaching, interventions, and third-grade promotion rules to improve early reading.",content/initiatives.json,
initiative:mississippi-literacy-based-promotion-act-mississippi-miracle,,years_scale,,TEXT,2013 onward; state,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,category,,TEXT,Postsecondary/CTE,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,evaluation_designs,,TEXT,Systematic reviews; quasi studies; administrative data,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,evidence_strength_key,,TEXT,promising-causal-quasi,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,finding,,TEXT,"Evidence is increasingly positive for completion and college/career readiness, but quality varies by pathway.",content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,inputs_changed,,TEXT,"Course sequences, industry credentials, work-based learning, dual credit, employer partnerships",content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,local_key,,TEXT,initiative:modern-cte-pathways-and-concentrator-programs,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,name,,TEXT,Modern CTE pathways and concentrator programs,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,normalization_issues,,TEXT,"Selection into CTE is a major issue; normalize by pathway quality, sequence completion, and labor-market alignment.",content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,outputs_measured,,TEXT,"Graduation, credentials, attendance, college readiness, employment, earnings",content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,slug,,TEXT,modern-cte-pathways-and-concentrator-programs,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,tags,,TEXT,CTE; pathways,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,target_population,,TEXT,High school students,content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,theory_of_action,,TEXT,"Structured career pathways improve relevance, credentials, completion, and employment without sacrificing academics.",content/initiatives.json,
initiative:modern-cte-pathways-and-concentrator-programs,,years_scale,,TEXT,2010s onward; state and district,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,category,,TEXT,Teacher workforce,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,evaluation_designs,,TEXT,Observational/value-added; selection-adjusted comparisons,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,finding,,TEXT,"Credentials can signal quality, but the policy question is whether incentives change who teaches where.",content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,inputs_changed,,TEXT,"Certification standards, incentives, teacher career ladders",content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,local_key,,TEXT,initiative:national-board-certification-and-advanced-credentials,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,name,,TEXT,National Board Certification and advanced credentials,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,normalization_issues,,TEXT,Certified teachers are selected; researchers need prior performance and assignment controls.,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,outputs_measured,,TEXT,"Teacher retention, value-added, student scores",content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,slug,,TEXT,national-board-certification-and-advanced-credentials,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,tags,,TEXT,teacher credentials,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,target_population,,TEXT,Experienced teachers,content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,theory_of_action,,TEXT,"Credentialing should identify and reward accomplished teachers, improving teacher quality and distribution.",content/initiatives.json,
initiative:national-board-certification-and-advanced-credentials,,years_scale,,TEXT,1990s onward; teacher quality policy,content/initiatives.json,
initiative:national-reading-panel-synthesis,,category,,TEXT,Evidence infrastructure,content/initiatives.json,
initiative:national-reading-panel-synthesis,,evaluation_designs,,TEXT,Systematic evidence review,content/initiatives.json,
initiative:national-reading-panel-synthesis,,evidence_strength_key,,TEXT,not-outcome-intervention,content/initiatives.json,
initiative:national-reading-panel-synthesis,,finding,,TEXT,It became the foundation for much of the phonics/science-of-reading policy debate.,content/initiatives.json,
initiative:national-reading-panel-synthesis,,inputs_changed,,TEXT,"Evidence review of phonemic awareness, phonics, fluency, vocabulary, comprehension",content/initiatives.json,
initiative:national-reading-panel-synthesis,,local_key,,TEXT,initiative:national-reading-panel-synthesis,content/initiatives.json,
initiative:national-reading-panel-synthesis,,name,,TEXT,National Reading Panel synthesis,content/initiatives.json,
initiative:national-reading-panel-synthesis,,normalization_issues,,TEXT,The review synthesized studies rather than evaluating a single program; later policies sometimes oversimplified the findings.,content/initiatives.json,
initiative:national-reading-panel-synthesis,,outputs_measured,,TEXT,Effect sizes by reading domain,content/initiatives.json,
initiative:national-reading-panel-synthesis,,slug,,TEXT,national-reading-panel-synthesis,content/initiatives.json,
initiative:national-reading-panel-synthesis,,tags,,TEXT,reading research; evidence review,content/initiatives.json,
initiative:national-reading-panel-synthesis,,target_population,,TEXT,"Reading researchers, policymakers, educators",content/initiatives.json,
initiative:national-reading-panel-synthesis,,theory_of_action,,TEXT,Identify components of reading instruction with experimental or quasi-experimental support.,content/initiatives.json,
initiative:national-reading-panel-synthesis,,years_scale,,TEXT,2000; federal evidence review,content/initiatives.json,
initiative:no-child-left-behind,,category,,TEXT,Standards/accountability,content/initiatives.json,
initiative:no-child-left-behind,,evaluation_designs,,TEXT,NAEP state panel; event study; state accountability comparisons,content/initiatives.json,
initiative:no-child-left-behind,,evidence_strength_key,,TEXT,mixed-conditional,content/initiatives.json,
initiative:no-child-left-behind,,finding,,TEXT,"Evidence points to some math gains, weaker reading effects, and substantial incentives to narrow curriculum or game thresholds.",content/initiatives.json,
initiative:no-child-left-behind,,inputs_changed,,TEXT,"Annual grades 3-8 testing, AYP targets, sanctions, public reporting, subgroup accountability",content/initiatives.json,
initiative:no-child-left-behind,,local_key,,TEXT,initiative:no-child-left-behind,content/initiatives.json,
initiative:no-child-left-behind,,name,,TEXT,No Child Left Behind,content/initiatives.json,
initiative:no-child-left-behind,,normalization_issues,,TEXT,Best comparisons use NAEP rather than state tests because state cut scores and test stakes changed.,content/initiatives.json,
initiative:no-child-left-behind,,outputs_measured,,TEXT,"NAEP scale scores, state proficiency, subgroup gaps",content/initiatives.json,
initiative:no-child-left-behind,,slug,,TEXT,no-child-left-behind,content/initiatives.json,
initiative:no-child-left-behind,,tags,,TEXT,accountability; NCLB,content/initiatives.json,
initiative:no-child-left-behind,,target_population,,TEXT,All public schools receiving federal funds,content/initiatives.json,
initiative:no-child-left-behind,,theory_of_action,,TEXT,"Annual testing, subgroup reporting, and sanctions should pressure schools to improve proficiency for all groups.",content/initiatives.json,
initiative:no-child-left-behind,,years_scale,,TEXT,2002-2015; federal,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,category,,TEXT,Choice,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,evaluation_designs,,TEXT,Admissions lotteries; matched comparison; CMO evaluations,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,evidence_strength_key,,TEXT,strong-causal,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,finding,,TEXT,"Some networks generate large test-score gains, but the debate is about replication, student experience, and which mechanisms matter.",content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,inputs_changed,,TEXT,"Longer day/year, tutoring, behavior systems, teacher coaching, curriculum, data meetings",content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,local_key,,TEXT,initiative:no-excuses-charter-networks-and-high-performing-cmos,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,name,,TEXT,No-excuses charter networks and high-performing CMOs,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,normalization_issues,,TEXT,Lottery applicants may not represent all students; attrition and peer/compliance mechanisms need scrutiny.,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,outputs_measured,,TEXT,"State tests, AP/SAT, college enrollment, behavior",content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,slug,,TEXT,no-excuses-charter-networks-and-high-performing-cmos,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,tags,,TEXT,CMO; no-excuses; charters,content/initiatives.json,
initiative:no-excuses-charter-networks-and-high-performing-cmos,,target_population,,TEXT,"Urban charter students, often lottery applicants",content/initiatives.json,
