local_relation_key,geo_relation_id,relation_key,from_entity_key,to_entity_key,position,verified,source_file,json_pointer
initiative:a-nation-at-risk-modern-standards-movement:dichotomy:direct-instruction-vs-inquiry-project-based-learning,,RELATED_DICHOTOMY,initiative:a-nation-at-risk-modern-standards-movement,dichotomy:direct-instruction-vs-inquiry-project-based-learning,,true,content/initiatives.json,$[?slug=='a-nation-at-risk-modern-standards-movement'].relatedDichotomySlugs
initiative:a-nation-at-risk-modern-standards-movement:dichotomy:knowledge-rich-curriculum-vs-generic-skills,,RELATED_DICHOTOMY,initiative:a-nation-at-risk-modern-standards-movement,dichotomy:knowledge-rich-curriculum-vs-generic-skills,,true,content/initiatives.json,$[?slug=='a-nation-at-risk-modern-standards-movement'].relatedDichotomySlugs
initiative:a-nation-at-risk-modern-standards-movement:dichotomy:more-money-resources-vs-money-does-not-matter,,RELATED_DICHOTOMY,initiative:a-nation-at-risk-modern-standards-movement,dichotomy:more-money-resources-vs-money-does-not-matter,,true,content/initiatives.json,$[?slug=='a-nation-at-risk-modern-standards-movement'].relatedDichotomySlugs
initiative:a-nation-at-risk-modern-standards-movement:dichotomy:sel-whole-child-vs-academics-first,,RELATED_DICHOTOMY,initiative:a-nation-at-risk-modern-standards-movement,dichotomy:sel-whole-child-vs-academics-first,,true,content/initiatives.json,$[?slug=='a-nation-at-risk-modern-standards-movement'].relatedDichotomySlugs
initiative:a-nation-at-risk-modern-standards-movement:dichotomy:standardization-accountability-vs-professional-autonomy,,RELATED_DICHOTOMY,initiative:a-nation-at-risk-modern-standards-movement,dichotomy:standardization-accountability-vs-professional-autonomy,,true,content/initiatives.json,$[?slug=='a-nation-at-risk-modern-standards-movement'].relatedDichotomySlugs
initiative:a-nation-at-risk-modern-standards-movement:source:src-001,,CITES_SOURCE,initiative:a-nation-at-risk-modern-standards-movement,source:src-001,,true,content/initiatives.json,$[?slug=='a-nation-at-risk-modern-standards-movement'].sourceIds
initiative:a-nation-at-risk-modern-standards-movement:source:src-002,,CITES_SOURCE,initiative:a-nation-at-risk-modern-standards-movement,source:src-002,,true,content/initiatives.json,$[?slug=='a-nation-at-risk-modern-standards-movement'].sourceIds
initiative:a-nation-at-risk-modern-standards-movement:strength:limited-descriptive,,HAS_EVIDENCE_STRENGTH,initiative:a-nation-at-risk-modern-standards-movement,evidence_strength:limited-descriptive,,true,content/initiatives.json,$[?slug=='a-nation-at-risk-modern-standards-movement'].evidenceStrength
initiative:adaptive-and-personalized-learning-platforms:design:matched-comparison,,USES_RESEARCH_DESIGN,initiative:adaptive-and-personalized-learning-platforms,research_design:matched-comparison,,true,content/initiatives.json,$[?slug=='adaptive-and-personalized-learning-platforms'].methodTags
initiative:adaptive-and-personalized-learning-platforms:design:rct,,USES_RESEARCH_DESIGN,initiative:adaptive-and-personalized-learning-platforms,research_design:rct,,true,content/initiatives.json,$[?slug=='adaptive-and-personalized-learning-platforms'].methodTags
initiative:adaptive-and-personalized-learning-platforms:dichotomy:screens-harm-development-vs-technology-enables-learning,,RELATED_DICHOTOMY,initiative:adaptive-and-personalized-learning-platforms,dichotomy:screens-harm-development-vs-technology-enables-learning,,true,content/initiatives.json,$[?slug=='adaptive-and-personalized-learning-platforms'].relatedDichotomySlugs
initiative:adaptive-and-personalized-learning-platforms:source:src-030,,CITES_SOURCE,initiative:adaptive-and-personalized-learning-platforms,source:src-030,,true,content/initiatives.json,$[?slug=='adaptive-and-personalized-learning-platforms'].sourceIds
initiative:adaptive-and-personalized-learning-platforms:source:src-049,,CITES_SOURCE,initiative:adaptive-and-personalized-learning-platforms,source:src-049,,true,content/initiatives.json,$[?slug=='adaptive-and-personalized-learning-platforms'].sourceIds
initiative:adaptive-and-personalized-learning-platforms:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:adaptive-and-personalized-learning-platforms,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='adaptive-and-personalized-learning-platforms'].evidenceStrength
initiative:algebra-for-all-college-preparatory-curriculum-for-all:design:descriptive,,USES_RESEARCH_DESIGN,initiative:algebra-for-all-college-preparatory-curriculum-for-all,research_design:descriptive,,true,content/initiatives.json,$[?slug=='algebra-for-all-college-preparatory-curriculum-for-all'].methodTags
initiative:algebra-for-all-college-preparatory-curriculum-for-all:source:src-055,,CITES_SOURCE,initiative:algebra-for-all-college-preparatory-curriculum-for-all,source:src-055,,true,content/initiatives.json,$[?slug=='algebra-for-all-college-preparatory-curriculum-for-all'].sourceIds
initiative:algebra-for-all-college-preparatory-curriculum-for-all:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:algebra-for-all-college-preparatory-curriculum-for-all,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='algebra-for-all-college-preparatory-curriculum-for-all'].evidenceStrength
initiative:attendance-and-chronic-absenteeism-interventions:design:rct,,USES_RESEARCH_DESIGN,initiative:attendance-and-chronic-absenteeism-interventions,research_design:rct,,true,content/initiatives.json,$[?slug=='attendance-and-chronic-absenteeism-interventions'].methodTags
initiative:attendance-and-chronic-absenteeism-interventions:source:src-041,,CITES_SOURCE,initiative:attendance-and-chronic-absenteeism-interventions,source:src-041,,true,content/initiatives.json,$[?slug=='attendance-and-chronic-absenteeism-interventions'].sourceIds
initiative:attendance-and-chronic-absenteeism-interventions:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:attendance-and-chronic-absenteeism-interventions,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='attendance-and-chronic-absenteeism-interventions'].evidenceStrength
initiative:avid-and-college-readiness-support-models:design:descriptive,,USES_RESEARCH_DESIGN,initiative:avid-and-college-readiness-support-models,research_design:descriptive,,true,content/initiatives.json,$[?slug=='avid-and-college-readiness-support-models'].methodTags
initiative:avid-and-college-readiness-support-models:source:src-002,,CITES_SOURCE,initiative:avid-and-college-readiness-support-models,source:src-002,,true,content/initiatives.json,$[?slug=='avid-and-college-readiness-support-models'].sourceIds
initiative:avid-and-college-readiness-support-models:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:avid-and-college-readiness-support-models,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='avid-and-college-readiness-support-models'].evidenceStrength
initiative:balanced-literacy-workshop-models:design:descriptive,,USES_RESEARCH_DESIGN,initiative:balanced-literacy-workshop-models,research_design:descriptive,,true,content/initiatives.json,$[?slug=='balanced-literacy-workshop-models'].methodTags
initiative:balanced-literacy-workshop-models:dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,,RELATED_DICHOTOMY,initiative:balanced-literacy-workshop-models,dichotomy:whole-language-balanced-literacy-vs-phonics-science-of-reading,,true,content/initiatives.json,$[?slug=='balanced-literacy-workshop-models'].relatedDichotomySlugs
initiative:balanced-literacy-workshop-models:source:src-010,,CITES_SOURCE,initiative:balanced-literacy-workshop-models,source:src-010,,true,content/initiatives.json,$[?slug=='balanced-literacy-workshop-models'].sourceIds
initiative:balanced-literacy-workshop-models:source:src-014,,CITES_SOURCE,initiative:balanced-literacy-workshop-models,source:src-014,,true,content/initiatives.json,$[?slug=='balanced-literacy-workshop-models'].sourceIds
initiative:balanced-literacy-workshop-models:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:balanced-literacy-workshop-models,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='balanced-literacy-workshop-models'].evidenceStrength
initiative:boston-universal-pre-k:design:lottery,,USES_RESEARCH_DESIGN,initiative:boston-universal-pre-k,research_design:lottery,,true,content/initiatives.json,$[?slug=='boston-universal-pre-k'].methodTags
initiative:boston-universal-pre-k:source:src-045,,CITES_SOURCE,initiative:boston-universal-pre-k,source:src-045,,true,content/initiatives.json,$[?slug=='boston-universal-pre-k'].sourceIds
initiative:boston-universal-pre-k:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:boston-universal-pre-k,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='boston-universal-pre-k'].evidenceStrength
initiative:career-academies:design:rct,,USES_RESEARCH_DESIGN,initiative:career-academies,research_design:rct,,true,content/initiatives.json,$[?slug=='career-academies'].methodTags
initiative:career-academies:dichotomy:college-for-all-vs-cte-career-pathways,,RELATED_DICHOTOMY,initiative:career-academies,dichotomy:college-for-all-vs-cte-career-pathways,,true,content/initiatives.json,$[?slug=='career-academies'].relatedDichotomySlugs
initiative:career-academies:source:src-051,,CITES_SOURCE,initiative:career-academies,source:src-051,,true,content/initiatives.json,$[?slug=='career-academies'].sourceIds
initiative:career-academies:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:career-academies,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='career-academies'].evidenceStrength
initiative:charter-schools-overall:design:lottery,,USES_RESEARCH_DESIGN,initiative:charter-schools-overall,research_design:lottery,,true,content/initiatives.json,$[?slug=='charter-schools-overall'].methodTags
initiative:charter-schools-overall:design:matched-comparison,,USES_RESEARCH_DESIGN,initiative:charter-schools-overall,research_design:matched-comparison,,true,content/initiatives.json,$[?slug=='charter-schools-overall'].methodTags
initiative:charter-schools-overall:source:src-033,,CITES_SOURCE,initiative:charter-schools-overall,source:src-033,,true,content/initiatives.json,$[?slug=='charter-schools-overall'].sourceIds
initiative:charter-schools-overall:source:src-034,,CITES_SOURCE,initiative:charter-schools-overall,source:src-034,,true,content/initiatives.json,$[?slug=='charter-schools-overall'].sourceIds
initiative:charter-schools-overall:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:charter-schools-overall,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='charter-schools-overall'].evidenceStrength
initiative:common-core-state-standards-and-aligned-assessments:design:descriptive,,USES_RESEARCH_DESIGN,initiative:common-core-state-standards-and-aligned-assessments,research_design:descriptive,,true,content/initiatives.json,$[?slug=='common-core-state-standards-and-aligned-assessments'].methodTags
initiative:common-core-state-standards-and-aligned-assessments:dichotomy:standardization-accountability-vs-professional-autonomy,,RELATED_DICHOTOMY,initiative:common-core-state-standards-and-aligned-assessments,dichotomy:standardization-accountability-vs-professional-autonomy,,true,content/initiatives.json,$[?slug=='common-core-state-standards-and-aligned-assessments'].relatedDichotomySlugs
initiative:common-core-state-standards-and-aligned-assessments:source:src-005,,CITES_SOURCE,initiative:common-core-state-standards-and-aligned-assessments,source:src-005,,true,content/initiatives.json,$[?slug=='common-core-state-standards-and-aligned-assessments'].sourceIds
initiative:common-core-state-standards-and-aligned-assessments:source:src-009,,CITES_SOURCE,initiative:common-core-state-standards-and-aligned-assessments,source:src-009,,true,content/initiatives.json,$[?slug=='common-core-state-standards-and-aligned-assessments'].sourceIds
initiative:common-core-state-standards-and-aligned-assessments:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:common-core-state-standards-and-aligned-assessments,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='common-core-state-standards-and-aligned-assessments'].evidenceStrength
initiative:community-schools-nyc-community-schools:design:descriptive,,USES_RESEARCH_DESIGN,initiative:community-schools-nyc-community-schools,research_design:descriptive,,true,content/initiatives.json,$[?slug=='community-schools-nyc-community-schools'].methodTags
initiative:community-schools-nyc-community-schools:source:src-037,,CITES_SOURCE,initiative:community-schools-nyc-community-schools,source:src-037,,true,content/initiatives.json,$[?slug=='community-schools-nyc-community-schools'].sourceIds
initiative:community-schools-nyc-community-schools:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:community-schools-nyc-community-schools,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='community-schools-nyc-community-schools'].evidenceStrength
initiative:competency-based-mastery-based-learning:design:descriptive,,USES_RESEARCH_DESIGN,initiative:competency-based-mastery-based-learning,research_design:descriptive,,true,content/initiatives.json,$[?slug=='competency-based-mastery-based-learning'].methodTags
initiative:competency-based-mastery-based-learning:dichotomy:seat-time-vs-mastery,,RELATED_DICHOTOMY,initiative:competency-based-mastery-based-learning,dichotomy:seat-time-vs-mastery,,true,content/initiatives.json,$[?slug=='competency-based-mastery-based-learning'].relatedDichotomySlugs
initiative:competency-based-mastery-based-learning:source:src-002,,CITES_SOURCE,initiative:competency-based-mastery-based-learning,source:src-002,,true,content/initiatives.json,$[?slug=='competency-based-mastery-based-learning'].sourceIds
initiative:competency-based-mastery-based-learning:source:src-030,,CITES_SOURCE,initiative:competency-based-mastery-based-learning,source:src-030,,true,content/initiatives.json,$[?slug=='competency-based-mastery-based-learning'].sourceIds
initiative:competency-based-mastery-based-learning:strength:limited-descriptive,,HAS_EVIDENCE_STRENGTH,initiative:competency-based-mastery-based-learning,evidence_strength:limited-descriptive,,true,content/initiatives.json,$[?slug=='competency-based-mastery-based-learning'].evidenceStrength
initiative:core-knowledge-knowledge-rich-curriculum:design:lottery,,USES_RESEARCH_DESIGN,initiative:core-knowledge-knowledge-rich-curriculum,research_design:lottery,,true,content/initiatives.json,$[?slug=='core-knowledge-knowledge-rich-curriculum'].methodTags
initiative:core-knowledge-knowledge-rich-curriculum:design:rct,,USES_RESEARCH_DESIGN,initiative:core-knowledge-knowledge-rich-curriculum,research_design:rct,,true,content/initiatives.json,$[?slug=='core-knowledge-knowledge-rich-curriculum'].methodTags
initiative:core-knowledge-knowledge-rich-curriculum:source:src-019,,CITES_SOURCE,initiative:core-knowledge-knowledge-rich-curriculum,source:src-019,,true,content/initiatives.json,$[?slug=='core-knowledge-knowledge-rich-curriculum'].sourceIds
initiative:core-knowledge-knowledge-rich-curriculum:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:core-knowledge-knowledge-rich-curriculum,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='core-knowledge-knowledge-rich-curriculum'].evidenceStrength
initiative:dc-impact-teacher-evaluation-with-consequences:design:difference-in-differences,,USES_RESEARCH_DESIGN,initiative:dc-impact-teacher-evaluation-with-consequences,research_design:difference-in-differences,,true,content/initiatives.json,$[?slug=='dc-impact-teacher-evaluation-with-consequences'].methodTags
initiative:dc-impact-teacher-evaluation-with-consequences:design:regression-discontinuity,,USES_RESEARCH_DESIGN,initiative:dc-impact-teacher-evaluation-with-consequences,research_design:regression-discontinuity,,true,content/initiatives.json,$[?slug=='dc-impact-teacher-evaluation-with-consequences'].methodTags
initiative:dc-impact-teacher-evaluation-with-consequences:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,RELATED_DICHOTOMY,initiative:dc-impact-teacher-evaluation-with-consequences,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/initiatives.json,$[?slug=='dc-impact-teacher-evaluation-with-consequences'].relatedDichotomySlugs
initiative:dc-impact-teacher-evaluation-with-consequences:source:src-026,,CITES_SOURCE,initiative:dc-impact-teacher-evaluation-with-consequences,source:src-026,,true,content/initiatives.json,$[?slug=='dc-impact-teacher-evaluation-with-consequences'].sourceIds
initiative:dc-impact-teacher-evaluation-with-consequences:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:dc-impact-teacher-evaluation-with-consequences,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='dc-impact-teacher-evaluation-with-consequences'].evidenceStrength
initiative:direct-instruction-project-follow-through:design:descriptive,,USES_RESEARCH_DESIGN,initiative:direct-instruction-project-follow-through,research_design:descriptive,,true,content/initiatives.json,$[?slug=='direct-instruction-project-follow-through'].methodTags
initiative:direct-instruction-project-follow-through:source:src-018,,CITES_SOURCE,initiative:direct-instruction-project-follow-through,source:src-018,,true,content/initiatives.json,$[?slug=='direct-instruction-project-follow-through'].sourceIds
initiative:direct-instruction-project-follow-through:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:direct-instruction-project-follow-through,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='direct-instruction-project-follow-through'].evidenceStrength
initiative:dual-enrollment-ap-and-advanced-coursework-expansion:design:descriptive,,USES_RESEARCH_DESIGN,initiative:dual-enrollment-ap-and-advanced-coursework-expansion,research_design:descriptive,,true,content/initiatives.json,$[?slug=='dual-enrollment-ap-and-advanced-coursework-expansion'].methodTags
initiative:dual-enrollment-ap-and-advanced-coursework-expansion:source:src-054,,CITES_SOURCE,initiative:dual-enrollment-ap-and-advanced-coursework-expansion,source:src-054,,true,content/initiatives.json,$[?slug=='dual-enrollment-ap-and-advanced-coursework-expansion'].sourceIds
initiative:dual-enrollment-ap-and-advanced-coursework-expansion:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:dual-enrollment-ap-and-advanced-coursework-expansion,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='dual-enrollment-ap-and-advanced-coursework-expansion'].evidenceStrength
initiative:early-college-high-schools:design:lottery,,USES_RESEARCH_DESIGN,initiative:early-college-high-schools,research_design:lottery,,true,content/initiatives.json,$[?slug=='early-college-high-schools'].methodTags
initiative:early-college-high-schools:design:rct,,USES_RESEARCH_DESIGN,initiative:early-college-high-schools,research_design:rct,,true,content/initiatives.json,$[?slug=='early-college-high-schools'].methodTags
initiative:early-college-high-schools:source:src-053,,CITES_SOURCE,initiative:early-college-high-schools,source:src-053,,true,content/initiatives.json,$[?slug=='early-college-high-schools'].sourceIds
initiative:early-college-high-schools:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:early-college-high-schools,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='early-college-high-schools'].evidenceStrength
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements:design:descriptive,,USES_RESEARCH_DESIGN,initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,research_design:descriptive,,true,content/initiatives.json,$[?slug=='essa-evidence-tiers-and-evidence-based-intervention-requirements'].methodTags
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements:source:src-002,,CITES_SOURCE,initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,source:src-002,,true,content/initiatives.json,$[?slug=='essa-evidence-tiers-and-evidence-based-intervention-requirements'].sourceIds
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements:source:src-007,,CITES_SOURCE,initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,source:src-007,,true,content/initiatives.json,$[?slug=='essa-evidence-tiers-and-evidence-based-intervention-requirements'].sourceIds
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements:source:src-008,,CITES_SOURCE,initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,source:src-008,,true,content/initiatives.json,$[?slug=='essa-evidence-tiers-and-evidence-based-intervention-requirements'].sourceIds
initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements:strength:not-outcome-intervention,,HAS_EVIDENCE_STRENGTH,initiative:essa-evidence-tiers-and-evidence-based-intervention-requirements,evidence_strength:not-outcome-intervention,,true,content/initiatives.json,$[?slug=='essa-evidence-tiers-and-evidence-based-intervention-requirements'].evidenceStrength
initiative:esser-and-pandemic-recovery-initiatives:design:descriptive,,USES_RESEARCH_DESIGN,initiative:esser-and-pandemic-recovery-initiatives,research_design:descriptive,,true,content/initiatives.json,$[?slug=='esser-and-pandemic-recovery-initiatives'].methodTags
initiative:esser-and-pandemic-recovery-initiatives:source:src-001,,CITES_SOURCE,initiative:esser-and-pandemic-recovery-initiatives,source:src-001,,true,content/initiatives.json,$[?slug=='esser-and-pandemic-recovery-initiatives'].sourceIds
initiative:esser-and-pandemic-recovery-initiatives:source:src-041,,CITES_SOURCE,initiative:esser-and-pandemic-recovery-initiatives,source:src-041,,true,content/initiatives.json,$[?slug=='esser-and-pandemic-recovery-initiatives'].sourceIds
initiative:esser-and-pandemic-recovery-initiatives:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:esser-and-pandemic-recovery-initiatives,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='esser-and-pandemic-recovery-initiatives'].evidenceStrength
initiative:extended-learning-time-longer-day-or-year:design:rct,,USES_RESEARCH_DESIGN,initiative:extended-learning-time-longer-day-or-year,research_design:rct,,true,content/initiatives.json,$[?slug=='extended-learning-time-longer-day-or-year'].methodTags
initiative:extended-learning-time-longer-day-or-year:source:src-046,,CITES_SOURCE,initiative:extended-learning-time-longer-day-or-year,source:src-046,,true,content/initiatives.json,$[?slug=='extended-learning-time-longer-day-or-year'].sourceIds
initiative:extended-learning-time-longer-day-or-year:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:extended-learning-time-longer-day-or-year,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='extended-learning-time-longer-day-or-year'].evidenceStrength
initiative:family-engagement-and-parent-information-interventions:design:rct,,USES_RESEARCH_DESIGN,initiative:family-engagement-and-parent-information-interventions,research_design:rct,,true,content/initiatives.json,$[?slug=='family-engagement-and-parent-information-interventions'].methodTags
initiative:family-engagement-and-parent-information-interventions:source:src-002,,CITES_SOURCE,initiative:family-engagement-and-parent-information-interventions,source:src-002,,true,content/initiatives.json,$[?slug=='family-engagement-and-parent-information-interventions'].sourceIds
initiative:family-engagement-and-parent-information-interventions:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:family-engagement-and-parent-information-interventions,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='family-engagement-and-parent-information-interventions'].evidenceStrength
initiative:four-day-school-week:design:difference-in-differences,,USES_RESEARCH_DESIGN,initiative:four-day-school-week,research_design:difference-in-differences,,true,content/initiatives.json,$[?slug=='four-day-school-week'].methodTags
initiative:four-day-school-week:source:src-046,,CITES_SOURCE,initiative:four-day-school-week,source:src-046,,true,content/initiatives.json,$[?slug=='four-day-school-week'].sourceIds
initiative:four-day-school-week:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:four-day-school-week,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='four-day-school-week'].evidenceStrength
initiative:full-day-kindergarten:design:descriptive,,USES_RESEARCH_DESIGN,initiative:full-day-kindergarten,research_design:descriptive,,true,content/initiatives.json,$[?slug=='full-day-kindergarten'].methodTags
initiative:full-day-kindergarten:source:src-046,,CITES_SOURCE,initiative:full-day-kindergarten,source:src-046,,true,content/initiatives.json,$[?slug=='full-day-kindergarten'].sourceIds
initiative:full-day-kindergarten:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:full-day-kindergarten,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='full-day-kindergarten'].evidenceStrength
initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice:design:lottery,,USES_RESEARCH_DESIGN,initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice,research_design:lottery,,true,content/initiatives.json,$[?slug=='gates-funded-small-high-schools-nyc-small-schools-of-choice'].methodTags
initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice:dichotomy:choice-markets-vs-common-public-system,,RELATED_DICHOTOMY,initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice,dichotomy:choice-markets-vs-common-public-system,,true,content/initiatives.json,$[?slug=='gates-funded-small-high-schools-nyc-small-schools-of-choice'].relatedDichotomySlugs
initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice:source:src-029,,CITES_SOURCE,initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice,source:src-029,,true,content/initiatives.json,$[?slug=='gates-funded-small-high-schools-nyc-small-schools-of-choice'].sourceIds
initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice:strength:strong-causal,,HAS_EVIDENCE_STRENGTH,initiative:gates-funded-small-high-schools-nyc-small-schools-of-choice,evidence_strength:strong-causal,,true,content/initiatives.json,$[?slug=='gates-funded-small-high-schools-nyc-small-schools-of-choice'].evidenceStrength
initiative:gates-intensive-partnerships-for-effective-teaching:design:descriptive,,USES_RESEARCH_DESIGN,initiative:gates-intensive-partnerships-for-effective-teaching,research_design:descriptive,,true,content/initiatives.json,$[?slug=='gates-intensive-partnerships-for-effective-teaching'].methodTags
initiative:gates-intensive-partnerships-for-effective-teaching:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,RELATED_DICHOTOMY,initiative:gates-intensive-partnerships-for-effective-teaching,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/initiatives.json,$[?slug=='gates-intensive-partnerships-for-effective-teaching'].relatedDichotomySlugs
initiative:gates-intensive-partnerships-for-effective-teaching:source:src-028,,CITES_SOURCE,initiative:gates-intensive-partnerships-for-effective-teaching,source:src-028,,true,content/initiatives.json,$[?slug=='gates-intensive-partnerships-for-effective-teaching'].sourceIds
initiative:gates-intensive-partnerships-for-effective-teaching:strength:mixed-conditional,,HAS_EVIDENCE_STRENGTH,initiative:gates-intensive-partnerships-for-effective-teaching,evidence_strength:mixed-conditional,,true,content/initiatives.json,$[?slug=='gates-intensive-partnerships-for-effective-teaching'].evidenceStrength
initiative:gates-measures-of-effective-teaching-project:design:rct,,USES_RESEARCH_DESIGN,initiative:gates-measures-of-effective-teaching-project,research_design:rct,,true,content/initiatives.json,$[?slug=='gates-measures-of-effective-teaching-project'].methodTags
initiative:gates-measures-of-effective-teaching-project:dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,RELATED_DICHOTOMY,initiative:gates-measures-of-effective-teaching-project,dichotomy:teacher-incentives-evaluation-vs-trust-professionalism,,true,content/initiatives.json,$[?slug=='gates-measures-of-effective-teaching-project'].relatedDichotomySlugs
initiative:gates-measures-of-effective-teaching-project:source:src-027,,CITES_SOURCE,initiative:gates-measures-of-effective-teaching-project,source:src-027,,true,content/initiatives.json,$[?slug=='gates-measures-of-effective-teaching-project'].sourceIds
initiative:gates-measures-of-effective-teaching-project:strength:not-outcome-intervention,,HAS_EVIDENCE_STRENGTH,initiative:gates-measures-of-effective-teaching-project,evidence_strength:not-outcome-intervention,,true,content/initiatives.json,$[?slug=='gates-measures-of-effective-teaching-project'].evidenceStrength
initiative:gates-networks-for-school-improvement:design:rct,,USES_RESEARCH_DESIGN,initiative:gates-networks-for-school-improvement,research_design:rct,,true,content/initiatives.json,$[?slug=='gates-networks-for-school-improvement'].methodTags
initiative:gates-networks-for-school-improvement:dichotomy:choice-markets-vs-common-public-system,,RELATED_DICHOTOMY,initiative:gates-networks-for-school-improvement,dichotomy:choice-markets-vs-common-public-system,,true,content/initiatives.json,$[?slug=='gates-networks-for-school-improvement'].relatedDichotomySlugs
initiative:gates-networks-for-school-improvement:source:src-031,,CITES_SOURCE,initiative:gates-networks-for-school-improvement,source:src-031,,true,content/initiatives.json,$[?slug=='gates-networks-for-school-improvement'].sourceIds
initiative:gates-networks-for-school-improvement:source:src-032,,CITES_SOURCE,initiative:gates-networks-for-school-improvement,source:src-032,,true,content/initiatives.json,$[?slug=='gates-networks-for-school-improvement'].sourceIds
initiative:gates-networks-for-school-improvement:strength:promising-causal-quasi,,HAS_EVIDENCE_STRENGTH,initiative:gates-networks-for-school-improvement,evidence_strength:promising-causal-quasi,,true,content/initiatives.json,$[?slug=='gates-networks-for-school-improvement'].evidenceStrength
initiative:gates-personalized-learning-next-generation-learning-challenges:design:matched-comparison,,USES_RESEARCH_DESIGN,initiative:gates-personalized-learning-next-generation-learning-challenges,research_design:matched-comparison,,true,content/initiatives.json,$[?slug=='gates-personalized-learning-next-generation-learning-challenges'].methodTags
initiative:gates-personalized-learning-next-generation-learning-challenges:dichotomy:screens-harm-development-vs-technology-enables-learning,,RELATED_DICHOTOMY,initiative:gates-personalized-learning-next-generation-learning-challenges,dichotomy:screens-harm-development-vs-technology-enables-learning,,true,content/initiatives.json,$[?slug=='gates-personalized-learning-next-generation-learning-challenges'].relatedDichotomySlugs
